id,text,timestamp,source,symbols,company_names,url,verified
1.01971E+18,As we know Mark Zuckerberg has no morals and would take money from the devil if placing a boosted post on Facebook. $FB,Wed Jul 18 22:44:55 +0000 2018,GerberKawasaki,FB,Facebook,,TRUE
1.01971E+18,RT @crackr: #Facebook-Chef Mark Zuckerberg wird im re/code-Interview von Techreporterin Kara Swisher gegrillt: “Du hast genug Dinge kaputt…,Wed Jul 18 22:45:27 +0000 2018,ufomedia,FB,Facebook,,TRUE
1.01972E+18,RT @IBDinvestors: $WMT is considering a subscription &amp; free ad supported video service which could begin to rival $AMZN &amp; $NFLX. Can $WMT p…,Wed Jul 18 22:49:54 +0000 2018,GerberKawasaki,NFLX,Netflix,,TRUE
1.01972E+18,Cisco Systems Inc. $CSCO up 2.49% in After hours trade on news....... Exclusive: Amazon denies it will challenge C… https://t.co/FBqlluFdQR,Wed Jul 18 22:51:26 +0000 2018,CommSec,CSCO,Cisco Systems,https://twitter.com/i/web/status/1019716304180207616,TRUE
1.01972E+18,Thank you Wells Fargo. We appreciate all the new clients who prefer human money management with an independent fidu… https://t.co/mDi0Fl0lpU,Wed Jul 18 22:52:56 +0000 2018,GerberKawasaki,WFC,Wells Fargo & Company,https://twitter.com/i/web/status/1019716680769986562,TRUE
1.01972E+18,RT @StockTwits: The price of lumber $LB_F is down 22% since hitting its YTD highs. The Macy's $M turnaround is still happening.  Caterpil…,Wed Jul 18 22:55:18 +0000 2018,howardlindzon,CAT,Caterpillar Inc.,,TRUE
1.01972E+18,Get inspired by these 5 quotes if you're considering entering the stock market https://t.co/olehF8sv36 study hard $FB $TWTR,Wed Jul 18 23:01:18 +0000 2018,timothysykes,FB,Facebook,https://goo.gl/3jU16i,TRUE
1.01972E+18,See ya'll one more time tonight for a last hurrah on Wall Street big banks earnings with @BloombergTV's… https://t.co/iFfITEYHnQ,Wed Jul 18 23:23:54 +0000 2018,LauraJKeller,JPM,JPMorgan Chase & Co.,https://twitter.com/i/web/status/1019724473333895169,TRUE
1.01973E+18,RT @LauraJKeller: See ya'll one more time tonight for a last hurrah on Wall Street big banks earnings with @BloombergTV's @RamyInocencio &amp;…,Wed Jul 18 23:26:46 +0000 2018,HaidiLun,JPM,JPMorgan Chase & Co.,,TRUE
1.01973E+18,$SAN did not have a good quarter and it was surprising... https://t.co/3ZUpgm3Yuj,Wed Jul 18 23:28:04 +0000 2018,jimcramer,SAN,Banco Santander,https://twitter.com/Marineteam21/status/1019718080505708544,TRUE
1.01973E+18,$AMAT bulls score big overnight https://t.co/Cjk5zOWUBa via @investitute,Wed Jul 18 23:37:10 +0000 2018,petenajarian,AMAT,Applied Materials,http://zpr.io/6XWjS,TRUE
1.01973E+18,$AMAT bulls score big overnight https://t.co/O7PrsuDOM8 via @investitute,Wed Jul 18 23:38:58 +0000 2018,jonnajarian,AMAT,Applied Materials,http://zpr.io/6XWjS,TRUE
1.01973E+18,.@MorganStanley stock jumped Wednesday after its Institutional Securities division fueled an earnings beat. https://t.co/JJla20SPnS $MS,Wed Jul 18 23:41:09 +0000 2018,usnews,MS,Morgan Stanley,https://trib.al/GG1xcPz,TRUE
